first_name,last_name,age,spending_score
Daniel,Smith,45,60
Joseph,Lee,55,57
James,Jackson,68,29
Thomas,Lee,32,19
James,Martin,53,95
Joseph,Moore,20,73
Daniel,Hernandez,21,10
Mary,Martin,22,10
Jessica,Williams,67,97
Christopher,Taylor,43,89
Linda,Lopez,42,57
Linda,Martinez,27,54
Charles,Davis,25,56
Michael,Anderson,29,68
Charles,Jones,20,69
Jennifer,Brown,44,87
Jennifer,Lee,67,55
John,Martin,40,69
Michael,Jackson,57,72
Charles,Lee,50,81
Linda,Brown,31,1
Elizabeth,Anderson,40,12
Nancy,Taylor,48,35
Joseph,Lopez,30,78
Joseph,Williams,29,82
James,Martinez,52,74
Nancy,Anderson,35,79
Michael,Martinez,38,33
Patricia,White,62,83
Jennifer,Thompson,64,98
James,Moore,59,25
Robert,Smith,18,16
Daniel,Williams,55,8
James,Lee,58,35
Patricia,Lopez,59,85
Lisa,Smith,64,83
Mary,Williams,26,46
Elizabeth,Williams,40,11
Robert,Jones,31,61
Elizabeth,Jackson,28,44
James,Smith,24,11
Lisa,Brown,48,11
Jennifer,Brown,41,22
Richard,Taylor,43,85
Joseph,Wilson,47,91
Patricia,Moore,51,82
Richard,Smith,63,62
Margaret,Perez,55,48
Nancy,Thomas,22,94
Margaret,Williams,22,63
Joseph,Thompson,36,51
Linda,Lee,68,45
Robert,Rodriguez,55,33
Joseph,Thompson,45,85
Patricia,Brown,43,60
Susan,Lee,59,2
Richard,Jones,40,13
Mary,Hernandez,63,66
Charles,Lee,66,57
Charles,Rodriguez,47,43
Patricia,Williams,20,45
Patricia,Garcia,45,31
David,White,50,10
Robert,Hernandez,59,23
Nancy,Rodriguez,20,86
David,Anderson,22,29
Elizabeth,Thompson,36,97
Linda,Williams,59,31
Jennifer,Smith,65,78
Jennifer,Martin,18,74
Linda,Perez,55,18
Daniel,Jackson,26,11
Joseph,Wilson,22,47
Jessica,Taylor,63,3
David,Perez,59,2
Susan,Wilson,51,54
Richard,Taylor,54,72
Linda,Wilson,50,31
Karen,Lopez,42,8
James,Thomas,59,43
Joseph,Smith,46,48
Linda,Gonzalez,42,2
David,Garcia,26,22
Susan,Taylor,20,5
Susan,Lopez,32,7
Patricia,Thompson,21,20
Sarah,Jackson,62,92
Patricia,Garcia,55,77
Robert,Miller,37,2
Margaret,Smith,66,32
Robert,Smith,40,90
Linda,Jones,54,3
Elizabeth,Garcia,64,41
Thomas,Thomas,25,42
William,Thomas,54,77
Lisa,Wilson,62,85
Charles,Smith,50,45
Jessica,Gonzalez,50,87
Linda,Martin,24,71
William,Martinez,39,17
Lisa,White,22,92
David,Martinez,63,47
Daniel,Rodriguez,32,94
James,Gonzalez,38,69
Jessica,Williams,42,24
Robert,Moore,34,71
Christopher,Martin,67,34
Jessica,Johnson,24,50
Patricia,Taylor,67,42
Lisa,Jackson,36,33
Daniel,Thompson,69,27
James,Gonzalez,24,78
Lisa,Gonzalez,57,59
Daniel,Smith,62,19
Charles,Johnson,67,76
Linda,Smith,41,3
Joseph,White,28,71
Christopher,Jones,58,99
Joseph,White,18,25
William,Williams,49,15
Christopher,Miller,57,83
William,White,61,60
Elizabeth,Perez,19,83
Nancy,Gonzalez,32,23
Christopher,Thompson,38,11
William,Moore,41,59
John,White,67,85
Nancy,Lee,34,34
David,Miller,64,7
Jennifer,Smith,69,44
Mary,Jones,69,91
Michael,Taylor,26,64
Karen,Davis,52,23
Mary,Anderson,37,58
Thomas,Martin,36,20
David,Brown,35,27
Susan,Johnson,37,60
Charles,Jones,47,8
Lisa,Smith,57,67
Margaret,Jones,18,2
Michael,Garcia,41,22
Nancy,Johnson,41,70
Jennifer,Smith,64,36
Christopher,Brown,36,24
Margaret,Miller,47,12
James,Perez,43,81
Thomas,Smith,59,22
David,Smith,61,83
Lisa,Davis,55,73
Karen,Martin,46,76
Christopher,Thomas,30,96
Thomas,Lee,21,95
Michael,Gonzalez,62,81
Thomas,Thompson,34,23
Nancy,White,50,74
William,Thompson,22,63
Thomas,Moore,45,30
Nancy,Martin,41,19
Lisa,Martinez,34,26
Lisa,Lopez,67,90
Linda,Smith,56,11
Thomas,Martinez,65,20
Michael,Rodriguez,57,56
James,Williams,61,45
Richard,Jackson,63,68
Daniel,Rodriguez,68,47
Charles,Martinez,28,76
Margaret,Jackson,29,89
Charles,Thomas,30,58
Thomas,White,25,10
Richard,Moore,18,22
Sarah,Wilson,26,71
Linda,Williams,45,24
Charles,Johnson,19,66
Karen,Smith,31,96
James,Moore,30,85
Jessica,White,65,61
Charles,Rodriguez,19,7
Joseph,Gonzalez,21,72
Karen,Johnson,29,38
Mary,Miller,65,21
Lisa,Thomas,27,8
Thomas,Lee,20,89
Karen,Jackson,21,28
Jennifer,Anderson,23,92
Charles,Perez,40,54
Patricia,Hernandez,22,31
James,Smith,67,89
Linda,Lee,20,41
Daniel,Miller,27,37
Michael,Martin,60,38
John,Davis,36,51
Elizabeth,Martinez,31,76
Elizabeth,Jones,38,37
Charles,Rodriguez,60,31
Jessica,Smith,45,62
Mary,Johnson,38,18
James,Jackson,53,90
Daniel,Wilson,41,6
Daniel,Martin,55,9
Karen,Martinez,34,11
Michael,Rodriguez,39,95
Linda,Martinez,36,2
James,Garcia,62,29
Daniel,Taylor,27,51
John,Garcia,28,69
Margaret,Brown,55,23
Daniel,Martin,19,7
Linda,Williams,50,56
Lisa,Thompson,60,77
Joseph,Jackson,48,62
Robert,Moore,65,74
John,White,52,80
Charles,Brown,54,15
James,Davis,64,53
Joseph,Taylor,64,43
Linda,Jones,53,83
Mary,Gonzalez,40,85
John,Smith,53,35
Margaret,Gonzalez,57,79
Jessica,Brown,56,14
Margaret,Perez,43,93
Jessica,White,42,69
David,Wilson,34,49
Sarah,Williams,32,18
Patricia,Jones,54,51
Nancy,Miller,62,1
Robert,Smith,21,27
Lisa,Thompson,39,64
Christopher,Lopez,34,60
Jessica,Hernandez,39,91
Daniel,White,34,89
Sarah,Davis,31,41
Karen,Garcia,31,21
Michael,Perez,34,14
Elizabeth,Johnson,25,20
Michael,Jackson,51,92
James,Martin,43,85
Daniel,Martin,62,87
Christopher,White,47,11
Charles,Wilson,39,66
Sarah,Smith,33,84
Charles,Martinez,47,24
Patricia,Thomas,33,89
Karen,Brown,55,37
Mary,Hernandez,41,86
James,Thomas,53,24
Joseph,Martin,52,15
Robert,Smith,23,12
Nancy,Thomas,21,95
David,Jackson,35,64
Elizabeth,Lee,23,31
Mary,Perez,43,53
John,Rodriguez,54,94
Daniel,Rodriguez,44,84
Daniel,Rodriguez,58,72
Susan,Taylor,28,44
Nancy,Lopez,55,30
Robert,Gonzalez,33,35
Robert,Davis,36,21
Jennifer,Thomas,60,63
William,Moore,32,92
Mary,Smith,43,17
Christopher,Smith,58,12
Susan,Lopez,48,18
John,Garcia,36,92
Nancy,Rodriguez,68,60
Lisa,Thompson,41,67
Susan,Jones,26,15
Margaret,Thomas,40,16
Thomas,Moore,21,22
Elizabeth,Taylor,27,95
Margaret,Moore,26,63
Jessica,Smith,36,31
Daniel,Jackson,32,1
Thomas,Perez,68,75
Karen,Davis,51,6
Charles,Williams,59,87
Thomas,Jones,36,9
Jessica,Thompson,66,52
William,Davis,69,80
Linda,Jackson,38,62
Mary,Moore,51,58
Richard,Moore,68,19
Michael,Lee,34,13
William,Smith,35,32
Lisa,Anderson,34,9
Lisa,Moore,19,49
David,Miller,68,37
Jessica,Thomas,18,31
Patricia,Thomas,60,31
Richard,Anderson,27,59
Mary,Garcia,54,55
Daniel,Rodriguez,65,19
Robert,Miller,22,63
David,Wilson,29,2
Jennifer,Hernandez,53,45
Karen,Lee,48,96
Christopher,Thomas,55,43
Elizabeth,Garcia,68,98
Patricia,Perez,26,1
William,Thomas,61,85
Jennifer,Martin,43,61
Mary,Thomas,32,3
Thomas,Lopez,33,91
Robert,Taylor,30,44
Jennifer,Jones,42,7
Susan,Gonzalez,47,33
Daniel,Davis,24,9
Christopher,White,69,30
Elizabeth,Jones,21,18
Lisa,Lopez,60,56
Christopher,Rodriguez,57,90
Jennifer,Williams,55,84
Linda,Williams,47,31
Mary,Smith,27,72
Susan,Perez,47,63
Richard,Moore,56,87
Christopher,White,24,50
Michael,Lopez,53,89
Elizabeth,Rodriguez,52,1
Richard,Rodriguez,41,82
Thomas,Moore,56,19
Christopher,Moore,53,64
Jessica,Miller,62,53
Mary,Brown,37,6
Lisa,Gonzalez,66,17
David,Taylor,49,46
James,White,56,72
Charles,Johnson,66,73
Christopher,Wilson,43,55
Patricia,Williams,43,91
Charles,Jones,53,6
Christopher,Wilson,60,70
David,Williams,52,68
Linda,Thompson,60,86
David,Miller,52,40
Patricia,Moore,29,91
Thomas,Gonzalez,50,66
Michael,Thompson,53,9
Linda,Perez,31,11
John,Martinez,50,20
Lisa,Gonzalez,63,43
Mary,Thomas,62,58
Daniel,Rodriguez,62,78
Joseph,Johnson,41,26
Margaret,Thompson,32,38
Lisa,Jones,48,94
Lisa,Perez,34,36
Robert,Taylor,29,99
Margaret,Thompson,39,55
James,Perez,40,6
Patricia,Brown,43,3
Joseph,Taylor,31,65
Nancy,Rodriguez,29,64
Charles,Martin,67,58
John,Johnson,21,58
Nancy,White,63,18
David,Moore,68,23
Thomas,Lee,30,96
Richard,Perez,35,29
David,Hernandez,60,23
Mary,Gonzalez,45,36
William,Davis,55,70
Mary,Smith,58,81
Christopher,Taylor,61,82
William,Lopez,36,95
William,Brown,63,6
Linda,Lee,64,34
Thomas,Gonzalez,60,44
James,Rodriguez,55,44
David,Miller,63,27
Linda,Thompson,20,52
Elizabeth,White,36,42
Michael,Jones,37,25
John,Jones,42,74
John,Taylor,28,39
Karen,Rodriguez,34,39
Robert,Garcia,66,12
Susan,Jackson,52,11
Susan,Thomas,31,3
Charles,Lee,56,22
Jennifer,Johnson,36,4
Mary,Martinez,20,8
Susan,Thomas,51,14
Charles,Jones,66,84
Robert,Anderson,58,88
Susan,Gonzalez,39,14
Thomas,Gonzalez,55,92
Thomas,Gonzalez,44,16
Elizabeth,Anderson,38,32
Daniel,Wilson,58,64
Thomas,Davis,48,76
Joseph,Hernandez,44,16
Susan,Moore,54,52
Sarah,White,19,19
Margaret,Brown,64,69
Charles,Martinez,26,12
Linda,Smith,36,93
Christopher,Jones,59,5
Thomas,Gonzalez,53,42
Daniel,Smith,27,17
Robert,Thompson,57,72
Lisa,Davis,62,94
Sarah,Williams,56,10
Jennifer,Williams,24,84
Linda,Miller,21,16
Karen,Brown,32,16
Susan,Williams,29,42
Joseph,Anderson,65,3
William,Davis,23,23
Richard,Williams,26,86
Joseph,Miller,52,28
Elizabeth,Moore,25,45
Sarah,Hernandez,24,68
Michael,Hernandez,21,24
Thomas,Taylor,30,19
Daniel,Garcia,36,75
Christopher,Davis,24,40
Lisa,Smith,27,46
Michael,Martinez,42,40
Jessica,Jackson,61,62
Joseph,Williams,52,18
Christopher,Brown,42,12
Michael,Hernandez,46,14
William,Anderson,29,82
Charles,Smith,68,61
Sarah,Rodriguez,64,12
Linda,Hernandez,57,27
Karen,Jackson,29,6
Daniel,Gonzalez,69,88
Karen,Thomas,23,33
Nancy,Brown,27,80
Michael,Smith,19,50
John,Martin,62,12
Karen,Gonzalez,42,95
Elizabeth,Smith,24,57
Michael,Jones,57,53
Thomas,Jones,40,13
Jessica,Wilson,65,72
Margaret,Thompson,28,3
John,Wilson,53,64
Susan,Davis,66,84
Richard,Brown,65,58
Mary,Miller,68,4
John,Martin,40,45
Robert,Jackson,60,66
David,Anderson,24,36
Linda,Perez,44,23
Daniel,Brown,30,19
Daniel,Jackson,68,40
Susan,Rodriguez,34,72
Michael,Lee,49,16
Joseph,Gonzalez,43,58
Margaret,Wilson,39,18
Thomas,Thompson,30,36
Patricia,Wilson,29,24
Lisa,Perez,24,1
Richard,Martinez,18,1
Karen,Thomas,50,64
James,Jones,69,62
Sarah,Thompson,31,36
Richard,Garcia,64,75
Elizabeth,Johnson,60,18
Susan,Gonzalez,58,16
Mary,Gonzalez,34,17
Daniel,Jackson,21,24
John,Moore,69,98
Elizabeth,Jackson,68,68
Mary,Smith,56,99
Daniel,Davis,18,79
Richard,Perez,58,2
Richard,Thomas,62,95
Karen,Johnson,41,73
John,Davis,51,10
Michael,Garcia,51,53
Jessica,Thomas,41,89
Nancy,Thompson,32,51
Thomas,Hernandez,34,69
Christopher,Taylor,30,14
Susan,Thompson,24,66
Sarah,Jackson,26,82
Margaret,Hernandez,61,93
Susan,Davis,52,53
Joseph,Perez,40,84
Elizabeth,Brown,64,64
Michael,Hernandez,56,72
Nancy,Davis,40,49
Robert,Rodriguez,43,90
James,Johnson,18,62
Thomas,Thomas,31,37
John,Garcia,49,49
Richard,Lee,68,68
Jessica,Lee,65,33
Margaret,Jackson,27,22
Karen,Davis,18,70
Patricia,Wilson,22,33
Karen,White,20,28
Robert,Thomas,66,88
Sarah,Lopez,67,4
James,Jones,44,66
Christopher,White,68,77
Jessica,White,39,49
Joseph,Jackson,35,11
William,Moore,33,35
Joseph,Rodriguez,19,39
Thomas,Johnson,64,10
Margaret,Martin,30,74
Patricia,Lopez,62,72
Susan,Johnson,33,69
Robert,Martinez,25,23
Robert,Smith,60,34
David,Brown,25,32
Jennifer,Lopez,27,16
Michael,Rodriguez,50,68
Margaret,Brown,48,54
Jessica,Rodriguez,29,28
Margaret,Garcia,26,60
David,Smith,54,78
Richard,Martinez,26,76
Mary,Wilson,65,60
Michael,Perez,35,85
Nancy,Moore,47,80
Patricia,Garcia,49,44
Linda,Moore,57,2
Nancy,Martin,40,23
Lisa,Thomas,28,93
Christopher,Anderson,37,46
Charles,Thomas,36,73
Richard,Davis,53,54
Jessica,Gonzalez,69,71
Elizabeth,Thompson,43,93
David,Hernandez,27,81
Mary,Miller,41,9
William,Taylor,30,70
Thomas,Moore,69,44
John,Perez,63,84
Margaret,Thompson,51,74
Jennifer,Jackson,46,73
Robert,Gonzalez,53,12
Robert,Anderson,24,97
Lisa,Thompson,68,32
Joseph,Perez,47,34
Daniel,Perez,34,83
Thomas,Smith,65,33
William,Thomas,30,64
John,Jones,41,48
Nancy,Williams,48,16
Thomas,Thompson,44,50
Elizabeth,Martinez,67,23
John,Jackson,38,26
Karen,Jones,61,54
Karen,Miller,18,44
Thomas,Wilson,32,37
Margaret,Williams,20,9
John,Gonzalez,23,94
John,Gonzalez,31,13
Jennifer,Martinez,55,60
Richard,Johnson,50,80
Margaret,Garcia,69,2
Joseph,Davis,55,95
William,Brown,25,60
Patricia,Lopez,43,57
Jessica,Anderson,32,43
Robert,Davis,31,19
Mary,Miller,65,11
David,Wilson,37,78
William,Thompson,65,47
Margaret,Jackson,36,89
John,Wilson,50,63
William,Perez,53,7
John,Gonzalez,41,79
Mary,Lee,27,94
Susan,Smith,69,31
Elizabeth,Jackson,67,88
William,Smith,51,55
Joseph,Brown,53,25
Linda,Martinez,64,72
Robert,Williams,53,30
David,Martin,33,36
Mary,Rodriguez,32,50
Margaret,Williams,35,14
Joseph,Garcia,24,29
Jennifer,Garcia,64,27
Linda,Thompson,39,50
Robert,Lopez,49,36
Sarah,Thompson,60,34
Karen,Smith,36,21
Jennifer,Thomas,57,38
Robert,White,18,75
Sarah,Jones,52,97
Richard,Rodriguez,22,79
Robert,Martinez,67,76
Richard,Gonzalez,29,88
Thomas,Anderson,29,50
Karen,Lopez,38,37
Linda,Jones,36,75
Richard,Jones,26,19
Charles,Moore,60,1
John,Lopez,66,81
Margaret,Williams,65,40
Linda,Miller,53,55
Mary,Taylor,59,80
Linda,Jackson,64,26
Richard,Moore,68,43
Richard,Smith,49,59
James,White,52,51
Jennifer,Jones,48,15
Margaret,Johnson,49,8
Charles,Smith,54,94
Sarah,Miller,49,14
Linda,Hernandez,60,97
James,Hernandez,54,7
Sarah,Moore,56,18
William,Taylor,55,12
Richard,Johnson,47,2
David,Miller,49,50
Richard,Miller,62,93
Christopher,Martinez,19,21
Elizabeth,Perez,68,7
Patricia,Lee,28,91
Jennifer,Williams,37,12
Michael,Lopez,54,84
Robert,Williams,26,57
David,Hernandez,55,78
Richard,Lopez,66,74
Charles,Brown,36,23
Daniel,Thomas,57,30
Elizabeth,Martin,24,58
Elizabeth,Moore,22,95
David,Brown,64,52
Christopher,Perez,59,56
Michael,Garcia,41,10
Karen,Lee,65,19
Patricia,Anderson,58,19
Mary,Smith,24,87
Jessica,Williams,28,59
Richard,Jones,26,44
Susan,Perez,66,59
Michael,Taylor,47,96
Mary,Wilson,58,84
Richard,Rodriguez,20,4
Jessica,Williams,39,97
Thomas,Gonzalez,57,65
William,Williams,68,13
Thomas,Hernandez,37,67
Linda,Johnson,49,12
Mary,White,65,93
Margaret,Anderson,24,55
Richard,Gonzalez,24,61
John,Jackson,37,95
Sarah,Perez,42,41
Jennifer,Thomas,62,36
Charles,Moore,52,2
Michael,Miller,61,22
Elizabeth,Gonzalez,41,22
William,Brown,57,41
Mary,Rodriguez,30,95
Joseph,Martinez,69,14
Robert,Rodriguez,65,93
Lisa,Miller,56,35
Patricia,Anderson,21,50
Nancy,Davis,29,9
Patricia,Jackson,34,96
Karen,Hernandez,18,59
Patricia,Jones,34,56
Thomas,Johnson,19,91
Susan,Martinez,23,10
Lisa,Thomas,61,25
Thomas,Thompson,28,45
Elizabeth,Gonzalez,60,97
Lisa,Davis,35,11
James,Rodriguez,57,9
Lisa,Hernandez,42,7
Margaret,Hernandez,56,71
Karen,Thompson,45,34
Karen,Thomas,63,83
Jessica,Martinez,33,20
Joseph,White,29,89
Susan,Lopez,58,5
Patricia,Garcia,69,93
John,Lopez,46,55
Nancy,Martinez,40,91
Susan,Moore,38,89
Michael,Moore,33,15
David,Brown,68,48
James,Rodriguez,65,4
Jennifer,Miller,58,78
Joseph,Moore,62,81
Joseph,Davis,43,21
Charles,Hernandez,54,80
David,Miller,39,90
Daniel,Rodriguez,68,9
Mary,Davis,27,66
Jessica,Williams,24,79
Mary,Taylor,26,35
Patricia,Johnson,42,88
Thomas,Anderson,63,51
John,Wilson,32,78
Richard,Moore,30,37
William,Thomas,59,6
Michael,Martin,63,82
Joseph,Perez,43,86
Daniel,Brown,38,82
David,Martin,40,51
Nancy,Garcia,61,66
Mary,Garcia,45,96
Joseph,Hernandez,68,17
Jessica,Taylor,55,65
Nancy,White,29,9
Lisa,Williams,41,13
David,Gonzalez,30,58
John,Perez,57,30
Thomas,Williams,65,31
Susan,Thomas,19,23
Margaret,Anderson,56,63
Christopher,Hernandez,29,28
Joseph,Moore,56,59
Sarah,Anderson,68,10
Robert,Jones,31,89
Nancy,Thomas,47,90
Jennifer,Thomas,58,26
Charles,Taylor,67,77
Robert,Rodriguez,60,17
John,Thompson,65,40
James,Williams,36,68
Jennifer,Martin,48,23
Joseph,Gonzalez,60,35
Mary,Perez,67,75
John,Williams,60,76
Thomas,Miller,42,9
Margaret,Garcia,21,79
Susan,Rodriguez,67,45
Karen,Lopez,68,37
Joseph,Anderson,30,69
Susan,Lee,53,19
Sarah,Martin,59,75
Linda,Williams,54,73
Jessica,Martinez,20,99
Thomas,Smith,33,27
Christopher,Jackson,43,13
Linda,Jackson,57,57
Joseph,Thompson,56,60
Jessica,Thompson,36,12
Karen,Gonzalez,63,9
Nancy,Lopez,32,92
Michael,Smith,49,77
John,Jackson,66,84
Susan,White,38,77
Christopher,Thomas,18,27
Margaret,Thompson,23,90
John,Thompson,44,63
Nancy,Anderson,40,93
Jessica,Thomas,64,29
Joseph,Hernandez,48,22
Jessica,White,29,73
Michael,Garcia,38,88
Thomas,Hernandez,69,19
Susan,Williams,19,38
Nancy,Anderson,22,95
Patricia,Smith,26,39
William,Miller,37,15
Jennifer,Smith,63,54
Sarah,Taylor,35,32
Lisa,Rodriguez,39,46
Lisa,Thompson,25,61
Christopher,Gonzalez,51,93
Christopher,Hernandez,26,52
Mary,Martin,24,34
Margaret,Garcia,47,73
Linda,Smith,35,35
David,Miller,44,70
Richard,Lopez,33,37
Thomas,Perez,38,78
Linda,Martin,22,61
Christopher,Thompson,46,49
Karen,Jackson,64,9
Karen,Taylor,54,19
Jessica,Brown,60,87
Joseph,Williams,39,28
Jennifer,Smith,31,80
David,Moore,36,26
Richard,Lee,52,38
James,Anderson,41,40
Jennifer,Davis,59,25
William,Smith,23,99
Linda,Martin,20,69
David,Wilson,51,71
Lisa,Brown,62,23
Charles,Jones,67,89
Margaret,Thompson,19,65
William,Gonzalez,32,22
Thomas,White,54,64
Susan,Anderson,32,68
Jessica,Garcia,49,58
Joseph,Smith,38,28
Sarah,Thompson,34,78
Lisa,Jackson,51,97
Lisa,Gonzalez,49,68
Nancy,Garcia,67,75
James,Anderson,64,96
Elizabeth,Thomas,69,4
Linda,White,40,1
Karen,Thompson,52,26
James,Thomas,54,33
Mary,Martinez,60,81
James,Perez,58,27
James,Rodriguez,54,42
William,Rodriguez,50,69
Richard,Taylor,42,71
James,Taylor,63,64
Richard,Taylor,54,25
Nancy,White,57,72
Lisa,Lopez,38,98
Michael,Gonzalez,63,4
Mary,Lopez,65,12
Jennifer,Wilson,55,58
Michael,Martinez,57,95
Jessica,Thompson,51,11
Karen,Jackson,36,59
Joseph,Johnson,44,36
Mary,Brown,26,22
Elizabeth,Jackson,22,65
Daniel,Miller,22,50
Susan,Anderson,42,4
Thomas,Anderson,43,72
Linda,White,36,89
David,Garcia,47,92
John,Williams,53,52
Jennifer,Garcia,65,43
William,Thomas,65,46
Jennifer,Johnson,33,4
William,Miller,24,13
Michael,Hernandez,35,38
William,Miller,38,45
Karen,Brown,48,25
Susan,White,18,67
Linda,Martin,20,55
Linda,Miller,48,96
Karen,Brown,42,39
Nancy,Lopez,25,65
Joseph,Jones,18,75
Michael,Thompson,24,2
David,Jackson,24,69
Nancy,Jones,25,86
Sarah,Jackson,36,62
Patricia,Lee,34,46
Jennifer,Williams,28,77
Lisa,Hernandez,64,87
John,Miller,58,31
William,Taylor,66,99
Elizabeth,Rodriguez,28,35
Jessica,Lee,55,45
David,Rodriguez,58,77
Karen,Martinez,67,54
Lisa,Gonzalez,69,71
Susan,Anderson,19,69
Daniel,Perez,21,29
Susan,Jones,67,72
Richard,Williams,45,8
Richard,Davis,50,54
Charles,Martin,28,7
Charles,Martinez,20,83
Daniel,Gonzalez,57,23
Jessica,Williams,22,32
Patricia,Perez,69,62
Richard,Davis,38,45
Linda,Rodriguez,39,68
Daniel,Perez,54,30
Christopher,Lee,28,39
Daniel,Lopez,61,5
Charles,Hernandez,39,67
Susan,Johnson,58,22
Karen,Moore,30,28
Jennifer,Rodriguez,69,22
Karen,Johnson,20,86
Charles,Johnson,30,98
Lisa,Williams,45,29
Robert,Thomas,28,43
Margaret,Jackson,28,42
William,Brown,38,60
John,Thompson,69,77
Elizabeth,Moore,38,71
Charles,Martin,24,74
John,Moore,34,92
Lisa,Martinez,65,68
Joseph,Hernandez,31,59
James,Taylor,50,96
Michael,White,28,86
Susan,Thompson,30,84
Thomas,White,18,84
Christopher,Martin,51,6
Margaret,Thomas,26,73
Nancy,Martin,30,28
Robert,Gonzalez,54,77
Patricia,Johnson,47,31
Susan,White,58,39
Nancy,Johnson,62,50
Margaret,Wilson,54,78
Karen,Brown,64,86
Thomas,Taylor,24,37
Charles,Gonzalez,31,88
William,Brown,65,72
Patricia,Williams,23,15
Christopher,Lopez,51,51
Mary,Perez,33,70
Patricia,Thompson,68,23
Mary,Davis,54,25
Joseph,Johnson,53,95
Mary,Garcia,63,46
Patricia,Perez,23,93
Jennifer,Martinez,25,23
Michael,Lopez,41,10
Elizabeth,Lee,20,73
Charles,Martinez,21,77
Charles,Martinez,49,32
Lisa,Thompson,18,51
Susan,Williams,51,41
John,Martin,62,65
Richard,Martinez,26,65
Karen,Rodriguez,29,40
Linda,Martin,27,18
Christopher,Jackson,27,36
Joseph,Wilson,67,31
James,Johnson,61,54
John,Jones,65,63
Linda,Martin,40,1
Patricia,Davis,23,52
Sarah,Miller,41,57
Daniel,Garcia,41,9
Elizabeth,Hernandez,38,86
Susan,Lopez,59,92
Jessica,Moore,48,90
Jessica,Jackson,64,74
Mary,Martinez,58,56
Daniel,Lee,47,47
Robert,Wilson,51,3
Robert,Williams,35,2
Jennifer,Moore,29,54
Richard,White,52,37
William,Anderson,24,56
Lisa,Garcia,58,31
Joseph,Martinez,57,97
Jessica,Lopez,42,96
Margaret,Miller,23,12
Michael,Taylor,18,58
Nancy,Smith,63,67
Mary,Moore,33,26
Michael,Anderson,65,78
Jennifer,Jackson,21,12
Thomas,Smith,46,90
Mary,Jones,55,16
John,Anderson,64,53
Robert,Williams,45,72
Robert,Smith,39,49
James,Davis,25,49
Linda,Lopez,49,92
Susan,Perez,50,7
Margaret,Jackson,30,15
Patricia,Lopez,44,36
Richard,Gonzalez,35,72
Daniel,Smith,35,74
Joseph,Jackson,30,15
David,Garcia,39,62
Elizabeth,Davis,31,18
John,Brown,28,46
Lisa,Jones,56,61
Jessica,Perez,67,43
Sarah,Miller,39,44
Elizabeth,Thompson,53,99
Elizabeth,Brown,34,66
Susan,Martin,68,55
William,Brown,49,86
James,Anderson,31,79
Robert,Lee,59,39
Nancy,Jones,46,5
Linda,White,23,57
David,Rodriguez,67,15
Susan,Johnson,21,91
James,Miller,28,16
Lisa,Taylor,62,57
Nancy,Thomas,57,82
David,Taylor,27,99
Robert,Martin,45,25
Joseph,Thompson,28,22
Robert,Johnson,52,31
Susan,Hernandez,32,34
Robert,Johnson,25,87
Thomas,Smith,37,16
Thomas,Johnson,67,70
Margaret,Thompson,38,59
Susan,Rodriguez,18,15
Margaret,Perez,46,82
Joseph,Johnson,41,13
Joseph,Anderson,47,24
Jennifer,Martinez,57,13
Susan,Anderson,52,65
Nancy,Martinez,50,36
Karen,Thompson,37,49
Jessica,Taylor,33,82
Mary,Rodriguez,26,48
William,Moore,48,97
Robert,Brown,34,43
Nancy,Rodriguez,48,6
James,Thomas,65,81
Daniel,Brown,40,68
John,Thomas,23,14
Jennifer,Jackson,47,30
Robert,Smith,24,84
Christopher,Thompson,65,8
Robert,Garcia,57,54
James,Martinez,59,66
Thomas,Thomas,63,4
Charles,Brown,28,74
Jessica,Perez,51,84
Susan,Perez,29,60
Elizabeth,Gonzalez,69,53
Nancy,Thomas,69,99
Christopher,Martin,62,74
Karen,Garcia,64,92
Margaret,Hernandez,44,15
David,White,29,1
Mary,Williams,30,22
Karen,Martin,25,91
Michael,Martinez,33,93
Margaret,Smith,46,15
Joseph,Martin,52,74
David,Hernandez,46,84
Karen,Lopez,48,22
Daniel,Wilson,30,50
Susan,Davis,29,48
Jennifer,Hernandez,68,73
Nancy,Brown,19,51
Daniel,Miller,50,96
Richard,Martinez,25,17
Nancy,Jackson,58,83
Sarah,Brown,57,91
Karen,Johnson,66,51
Elizabeth,Lee,58,37
Daniel,Moore,49,98
Linda,Wilson,55,49
Karen,Thomas,45,59
Christopher,Perez,32,10
James,Hernandez,40,30
Daniel,Martinez,41,85
Linda,Taylor,30,21
Jennifer,Wilson,38,34
Robert,Perez,29,73
Joseph,Brown,30,98
Lisa,Jackson,56,50
Joseph,Johnson,40,76
Mary,Miller,67,47
James,Rodriguez,63,85
Daniel,Jackson,60,84
Daniel,Thomas,45,6
David,Perez,31,50
Elizabeth,Thomas,34,63
Karen,Moore,41,12
Karen,Thompson,51,41
Thomas,Lee,68,31
Linda,Lee,65,2
Joseph,Hernandez,39,16
Linda,Miller,27,1
Thomas,Rodriguez,25,4
Susan,Brown,38,47
Linda,Gonzalez,54,65
Jessica,Brown,24,52
Patricia,Jackson,43,47
James,Johnson,30,99
James,Rodriguez,33,77
Charles,Lopez,47,50
Sarah,Johnson,48,45
Jessica,Garcia,22,42
Christopher,Jones,49,95
Sarah,Jones,33,84
Robert,Martin,64,56
William,Perez,26,71
Mary,Jones,39,57
